team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES CLIPPERS,240,37,73,8,17,18,30,9,29,20,6,4,14,24,away,win,100.0,CHICAGO BULLS,99.0
CHICAGO BULLS,240,39,82,6,15,15,23,12,25,17,5,5,15,25,home,loss,99.0,LOS ANGELES CLIPPERS,100.0
NEW YORK KNICKS,265,39,95,11,34,13,14,6,41,22,11,7,19,20,away,loss,102.0,CLEVELAND CAVALIERS,109.0
CLEVELAND CAVALIERS,265,42,102,10,27,15,20,13,43,28,8,7,13,11,home,win,109.0,NEW YORK KNICKS,102.0
MINNESOTA TIMBERWOLVES,240,39,84,6,22,29,35,12,37,24,6,9,16,23,away,loss,113.0,DENVER NUGGETS,115.0
DENVER NUGGETS,240,39,86,10,27,27,33,7,28,25,7,4,12,26,home,win,115.0,MINNESOTA TIMBERWOLVES,113.0
UTAH JAZZ,240,35,83,7,15,18,26,14,32,25,8,7,9,15,away,win,95.0,MILWAUKEE BUCKS,86.0
MILWAUKEE BUCKS,240,32,71,7,18,15,18,3,28,21,6,5,12,20,home,loss,86.0,UTAH JAZZ,95.0
PHILADELPHIA 76ERS,240,34,77,3,11,26,31,7,32,18,11,6,12,20,away,win,97.0,ORLANDO MAGIC,89.0
ORLANDO MAGIC,240,36,87,3,15,14,22,17,36,19,6,3,16,23,home,loss,89.0,PHILADELPHIA 76ERS,97.0
GOLDEN STATE WARRIORS,240,36,81,6,17,17,23,15,27,17,11,4,17,23,away,loss,95.0,PORTLAND TRAIL BLAZERS,96.0
PORTLAND TRAIL BLAZERS,240,38,78,6,15,14,22,11,29,24,10,0,13,19,home,win,96.0,GOLDEN STATE WARRIORS,95.0
MEMPHIS GRIZZLIES,265,42,95,8,14,14,21,16,32,23,8,4,13,17,away,loss,106.0,SAN ANTONIO SPURS,112.0
SAN ANTONIO SPURS,265,44,86,10,23,14,19,9,32,31,8,6,14,19,home,win,112.0,MEMPHIS GRIZZLIES,106.0
MIAMI HEAT,240,31,72,8,22,25,32,8,36,18,8,9,17,20,away,win,95.0,WASHINGTON WIZARDS,94.0
WASHINGTON WIZARDS,240,37,87,2,9,18,26,12,32,22,11,6,13,23,home,loss,94.0,MIAMI HEAT,95.0
