team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW JERSEY NETS,240,35,86,2,14,22,34,13,35,18,3,7,5,28,away,win,94.0,CHARLOTTE BOBCATS,89.0
CHARLOTTE BOBCATS,240,29,68,4,14,27,39,5,37,16,2,5,13,21,home,loss,89.0,NEW JERSEY NETS,94.0
LOS ANGELES CLIPPERS,265,43,96,8,23,25,32,17,28,20,8,4,10,25,away,loss,119.0,CLEVELAND CAVALIERS,126.0
CLEVELAND CAVALIERS,265,46,92,8,20,26,32,12,31,34,7,6,15,24,home,win,126.0,LOS ANGELES CLIPPERS,119.0
MIAMI HEAT,240,38,75,6,14,24,29,11,33,29,9,3,16,17,away,win,106.0,DETROIT PISTONS,92.0
DETROIT PISTONS,240,34,80,8,24,16,19,12,23,20,10,5,13,21,home,loss,92.0,MIAMI HEAT,106.0
MINNESOTA TIMBERWOLVES,240,38,90,5,17,24,30,20,24,15,8,7,17,30,away,loss,105.0,INDIANA PACERS,116.0
INDIANA PACERS,240,41,81,6,15,28,35,13,31,17,10,5,15,21,home,win,116.0,MINNESOTA TIMBERWOLVES,105.0
MILWAUKEE BUCKS,240,28,77,11,26,19,24,11,33,14,8,6,18,27,away,loss,86.0,MEMPHIS GRIZZLIES,89.0
MEMPHIS GRIZZLIES,240,32,74,3,6,22,30,11,34,15,9,9,14,20,home,win,89.0,MILWAUKEE BUCKS,86.0
LOS ANGELES LAKERS,240,45,84,6,15,17,25,7,34,22,9,3,14,17,away,win,113.0,NEW YORK KNICKS,96.0
NEW YORK KNICKS,240,35,85,5,20,21,24,13,31,22,9,2,18,22,home,loss,96.0,LOS ANGELES LAKERS,113.0
NEW ORLEANS HORNETS,240,38,84,6,21,17,21,9,34,22,7,5,10,22,away,win,99.0,ORLANDO MAGIC,93.0
ORLANDO MAGIC,240,36,78,5,21,16,25,7,34,21,8,6,16,21,home,loss,93.0,NEW ORLEANS HORNETS,99.0
SAN ANTONIO SPURS,240,27,81,3,17,14,18,15,42,20,5,3,16,14,away,loss,71.0,PHILADELPHIA 76ERS,77.0
PHILADELPHIA 76ERS,240,29,82,5,13,14,17,8,38,18,10,3,9,16,home,win,77.0,SAN ANTONIO SPURS,71.0
PORTLAND TRAIL BLAZERS,240,38,70,7,17,19,25,9,23,23,10,8,16,15,away,win,102.0,TORONTO RAPTORS,96.0
TORONTO RAPTORS,240,37,72,5,9,17,24,12,23,21,8,2,15,20,home,loss,96.0,PORTLAND TRAIL BLAZERS,102.0
PHOENIX SUNS,240,36,89,5,23,18,23,15,32,19,10,6,6,18,away,win,95.0,UTAH JAZZ,83.0
UTAH JAZZ,240,34,78,7,17,8,12,10,35,27,5,6,14,17,home,loss,83.0,PHOENIX SUNS,95.0
