team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
HOUSTON ROCKETS,240,47,100,10,27,20,28,22,35,28,7,6,10,14,away,win,124.0,CLEVELAND CAVALIERS,119.0
CLEVELAND CAVALIERS,240,47,91,13,22,12,15,7,30,27,5,7,10,25,home,loss,119.0,HOUSTON ROCKETS,124.0
UTAH JAZZ,240,35,77,4,16,25,31,10,23,18,14,1,20,22,away,loss,99.0,DALLAS MAVERICKS,118.0
DALLAS MAVERICKS,240,44,76,10,20,20,28,11,32,30,7,2,19,25,home,win,118.0,UTAH JAZZ,99.0
DETROIT PISTONS,240,40,82,7,14,14,21,15,28,21,6,5,16,19,away,loss,101.0,INDIANA PACERS,102.0
INDIANA PACERS,240,38,86,3,17,23,26,16,29,17,8,1,15,21,home,win,102.0,DETROIT PISTONS,101.0
MEMPHIS GRIZZLIES,240,38,84,5,16,23,30,11,35,27,8,5,12,22,away,win,104.0,MINNESOTA TIMBERWOLVES,95.0
MINNESOTA TIMBERWOLVES,240,34,92,5,17,22,27,18,33,20,9,6,14,27,home,loss,95.0,MEMPHIS GRIZZLIES,104.0
LOS ANGELES CLIPPERS,240,33,70,7,15,14,21,5,27,23,3,3,21,16,away,loss,87.0,NEW ORLEANS HORNETS,98.0
NEW ORLEANS HORNETS,240,40,78,3,11,15,21,6,30,26,7,2,13,23,home,win,98.0,LOS ANGELES CLIPPERS,87.0
MILWAUKEE BUCKS,240,36,82,11,23,25,32,13,27,18,8,3,15,25,away,loss,108.0,NEW YORK KNICKS,114.0
NEW YORK KNICKS,240,40,80,8,22,26,28,8,35,20,9,3,17,26,home,win,114.0,MILWAUKEE BUCKS,108.0
SACRAMENTO KINGS,240,42,80,6,12,21,27,10,32,30,11,5,19,20,away,win,111.0,ORLANDO MAGIC,105.0
ORLANDO MAGIC,240,40,89,8,28,17,20,11,25,21,9,4,17,22,home,loss,105.0,SACRAMENTO KINGS,111.0
WASHINGTON WIZARDS,240,37,88,4,9,16,22,11,23,20,6,3,11,23,away,loss,94.0,PHILADELPHIA 76ERS,117.0
PHILADELPHIA 76ERS,240,40,78,8,17,29,33,10,39,25,6,7,13,21,home,win,117.0,WASHINGTON WIZARDS,94.0
ATLANTA HAWKS,240,39,81,7,14,12,15,10,25,18,8,2,12,20,away,loss,97.0,PHOENIX SUNS,105.0
PHOENIX SUNS,240,40,76,13,26,12,16,7,29,25,7,2,12,15,home,win,105.0,ATLANTA HAWKS,97.0
LOS ANGELES LAKERS,265,41,83,11,18,13,15,10,29,22,8,4,16,24,away,win,106.0,PORTLAND TRAIL BLAZERS,101.0
PORTLAND TRAIL BLAZERS,265,38,79,9,24,16,25,10,28,22,8,3,16,15,home,loss,101.0,LOS ANGELES LAKERS,106.0
OKLAHOMA CITY THUNDER,240,37,91,7,24,24,27,13,41,15,6,3,10,23,away,loss,105.0,SAN ANTONIO SPURS,109.0
SAN ANTONIO SPURS,240,37,83,13,21,22,28,4,33,24,5,5,8,18,home,win,109.0,OKLAHOMA CITY THUNDER,105.0
CHICAGO BULLS,240,38,87,7,15,30,37,16,20,19,8,1,13,22,away,loss,113.0,TORONTO RAPTORS,118.0
TORONTO RAPTORS,240,43,74,0,5,32,34,4,27,29,7,8,15,26,home,win,118.0,CHICAGO BULLS,113.0
