team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHILADELPHIA 76ERS,240,31,82,3,15,13,16,6,24,24,7,3,15,16,away,loss,78.0,CHICAGO BULLS,110.0
CHICAGO BULLS,240,40,82,11,25,19,21,13,37,31,8,5,17,21,home,win,110.0,PHILADELPHIA 76ERS,78.0
HOUSTON ROCKETS,240,47,77,12,25,18,22,7,33,35,9,8,13,18,away,win,124.0,DALLAS MAVERICKS,114.0
DALLAS MAVERICKS,240,40,84,12,22,22,24,10,19,21,9,3,10,20,home,loss,114.0,HOUSTON ROCKETS,124.0
LOS ANGELES LAKERS,240,28,74,5,29,22,32,12,30,18,4,6,16,18,away,loss,83.0,DENVER NUGGETS,95.0
DENVER NUGGETS,240,38,80,1,8,18,22,9,36,24,8,3,11,23,home,win,95.0,LOS ANGELES LAKERS,83.0
NEW ORLEANS HORNETS,240,32,77,3,13,9,12,11,24,15,4,4,12,20,away,loss,76.0,DETROIT PISTONS,90.0
DETROIT PISTONS,240,35,74,5,19,15,20,10,34,25,6,7,12,16,home,win,90.0,NEW ORLEANS HORNETS,76.0
MIAMI HEAT,240,38,68,3,8,19,35,8,35,30,3,6,15,24,away,win,98.0,GOLDEN STATE WARRIORS,91.0
GOLDEN STATE WARRIORS,240,32,85,2,17,25,30,13,28,22,13,1,7,23,home,loss,91.0,MIAMI HEAT,98.0
SEATTLE SUPERSONICS,240,33,80,5,25,21,27,14,30,18,3,1,14,23,away,loss,92.0,LOS ANGELES CLIPPERS,103.0
LOS ANGELES CLIPPERS,240,39,79,3,7,22,27,11,25,20,8,6,9,23,home,win,103.0,SEATTLE SUPERSONICS,92.0
ORLANDO MAGIC,240,33,81,3,9,18,24,9,35,20,11,2,8,21,away,win,87.0,MINNESOTA TIMBERWOLVES,80.0
MINNESOTA TIMBERWOLVES,240,30,77,3,10,17,21,10,42,21,4,5,17,22,home,loss,80.0,ORLANDO MAGIC,87.0
MILWAUKEE BUCKS,240,31,75,2,7,15,20,8,31,11,4,7,16,15,away,loss,79.0,SAN ANTONIO SPURS,94.0
SAN ANTONIO SPURS,240,39,85,6,17,10,11,10,31,27,8,10,13,17,home,win,94.0,MILWAUKEE BUCKS,79.0
BOSTON CELTICS,240,34,85,3,16,22,29,12,34,22,8,3,12,25,away,loss,93.0,TORONTO RAPTORS,104.0
TORONTO RAPTORS,240,32,73,14,29,26,34,8,34,24,9,8,17,24,home,win,104.0,BOSTON CELTICS,93.0
PHOENIX SUNS,240,33,77,9,27,33,36,10,25,14,11,3,14,16,away,loss,108.0,UTAH JAZZ,115.0
UTAH JAZZ,240,48,97,5,14,14,16,23,32,25,11,4,16,26,home,win,115.0,PHOENIX SUNS,108.0
PORTLAND TRAIL BLAZERS,240,37,81,9,24,17,23,15,32,21,6,7,14,24,away,loss,100.0,WASHINGTON WIZARDS,104.0
WASHINGTON WIZARDS,240,42,86,6,18,14,30,17,27,21,10,5,9,20,home,win,104.0,PORTLAND TRAIL BLAZERS,100.0
