team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW JERSEY NETS,240,29,75,10,19,21,24,10,25,19,7,0,16,24,away,loss,89.0,BOSTON CELTICS,110.0
BOSTON CELTICS,240,39,72,7,12,25,33,8,34,26,10,6,13,20,home,win,110.0,NEW JERSEY NETS,89.0
ATLANTA HAWKS,240,34,80,3,15,13,20,16,25,19,6,2,13,18,away,loss,84.0,DETROIT PISTONS,99.0
DETROIT PISTONS,240,38,75,6,11,17,22,8,28,24,8,11,13,14,home,win,99.0,ATLANTA HAWKS,84.0
SACRAMENTO KINGS,265,40,90,5,15,26,33,18,36,26,7,3,16,18,away,win,111.0,GOLDEN STATE WARRIORS,107.0
GOLDEN STATE WARRIORS,265,43,99,6,22,15,23,17,29,29,14,7,11,25,home,loss,107.0,SACRAMENTO KINGS,111.0
TORONTO RAPTORS,240,30,72,7,16,31,35,19,32,17,3,8,18,28,away,win,98.0,INDIANA PACERS,97.0
INDIANA PACERS,240,31,83,4,17,31,37,20,21,18,10,6,8,24,home,loss,97.0,TORONTO RAPTORS,98.0
PHOENIX SUNS,240,44,90,11,27,9,18,14,34,28,7,5,13,17,away,win,108.0,MINNESOTA TIMBERWOLVES,79.0
MINNESOTA TIMBERWOLVES,240,37,91,3,21,2,5,8,31,26,5,3,18,19,home,loss,79.0,PHOENIX SUNS,108.0
DALLAS MAVERICKS,240,32,71,3,8,23,28,9,27,21,8,6,12,24,away,win,90.0,NEW ORLEANS HORNETS,82.0
NEW ORLEANS HORNETS,240,29,75,4,13,20,26,15,31,18,8,6,15,22,home,loss,82.0,DALLAS MAVERICKS,90.0
HOUSTON ROCKETS,240,41,76,14,25,22,28,9,38,35,4,3,16,24,away,win,118.0,PHILADELPHIA 76ERS,95.0
PHILADELPHIA 76ERS,240,34,78,3,14,24,35,9,23,19,13,1,11,20,home,loss,95.0,HOUSTON ROCKETS,118.0
DENVER NUGGETS,240,41,89,7,16,5,8,17,25,18,9,5,10,20,away,loss,94.0,PORTLAND TRAIL BLAZERS,97.0
PORTLAND TRAIL BLAZERS,240,34,77,10,17,19,24,14,27,22,4,5,11,13,home,win,97.0,DENVER NUGGETS,94.0
