team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW JERSEY NETS,240,30,79,11,26,31,43,17,28,18,9,0,13,20,away,win,102.0,BOSTON CELTICS,93.0
BOSTON CELTICS,240,35,76,10,23,13,17,11,30,24,9,2,18,33,home,loss,93.0,NEW JERSEY NETS,102.0
DETROIT PISTONS,240,34,79,1,8,17,23,10,27,17,5,8,12,20,away,loss,86.0,CHARLOTTE BOBCATS,97.0
CHARLOTTE BOBCATS,240,36,75,1,4,24,32,10,33,24,9,8,11,22,home,win,97.0,DETROIT PISTONS,86.0
UTAH JAZZ,240,32,84,2,12,23,39,25,28,21,9,2,16,24,away,loss,89.0,GOLDEN STATE WARRIORS,106.0
GOLDEN STATE WARRIORS,240,34,75,10,26,28,38,13,34,21,8,6,16,26,home,win,106.0,UTAH JAZZ,89.0
SEATTLE SUPERSONICS,240,31,72,2,18,14,18,10,23,16,3,5,11,20,away,loss,78.0,HOUSTON ROCKETS,106.0
HOUSTON ROCKETS,240,36,67,11,16,23,29,7,30,19,7,4,8,18,home,win,106.0,SEATTLE SUPERSONICS,78.0
CHICAGO BULLS,240,34,77,5,11,10,15,11,28,21,9,4,12,22,away,loss,83.0,INDIANA PACERS,85.0
INDIANA PACERS,240,31,77,2,14,21,26,17,31,12,8,4,12,20,home,win,85.0,CHICAGO BULLS,83.0
DALLAS MAVERICKS,240,38,73,4,11,28,33,13,29,31,9,3,12,23,away,win,108.0,MEMPHIS GRIZZLIES,88.0
MEMPHIS GRIZZLIES,240,31,69,2,14,24,28,9,18,16,7,6,14,22,home,loss,88.0,DALLAS MAVERICKS,108.0
SAN ANTONIO SPURS,240,26,73,6,14,15,22,8,31,17,7,6,14,13,away,loss,73.0,MINNESOTA TIMBERWOLVES,95.0
MINNESOTA TIMBERWOLVES,240,39,93,2,7,15,16,19,39,20,9,8,11,17,home,win,95.0,SAN ANTONIO SPURS,73.0
LOS ANGELES CLIPPERS,240,34,83,3,5,15,22,18,37,15,9,6,11,16,away,win,86.0,NEW ORLEANS HORNETS,75.0
NEW ORLEANS HORNETS,240,29,86,1,15,16,17,17,27,19,6,7,12,22,home,loss,75.0,LOS ANGELES CLIPPERS,86.0
WASHINGTON WIZARDS,240,42,87,8,24,13,28,8,29,14,7,2,7,20,away,loss,105.0,NEW YORK KNICKS,113.0
NEW YORK KNICKS,240,40,81,7,18,26,26,10,36,20,2,6,14,24,home,win,113.0,WASHINGTON WIZARDS,105.0
MIAMI HEAT,240,37,69,5,15,19,22,6,23,21,12,5,19,19,away,win,98.0,ORLANDO MAGIC,93.0
ORLANDO MAGIC,240,35,81,7,19,16,23,13,23,10,11,2,20,21,home,loss,93.0,MIAMI HEAT,98.0
ATLANTA HAWKS,240,32,79,3,12,19,23,10,33,20,10,3,21,23,away,loss,86.0,PHILADELPHIA 76ERS,110.0
PHILADELPHIA 76ERS,240,39,76,9,28,23,30,5,31,22,13,6,18,22,home,win,110.0,ATLANTA HAWKS,86.0
LOS ANGELES LAKERS,240,36,84,8,31,23,29,11,28,21,6,3,13,19,away,loss,103.0,PORTLAND TRAIL BLAZERS,106.0
PORTLAND TRAIL BLAZERS,240,42,76,3,8,19,25,6,30,28,9,0,11,23,home,win,106.0,LOS ANGELES LAKERS,103.0
PHOENIX SUNS,240,38,88,12,30,19,24,9,32,17,7,5,17,18,away,loss,107.0,SACRAMENTO KINGS,132.0
SACRAMENTO KINGS,240,51,98,12,24,18,21,15,40,33,5,5,12,17,home,win,132.0,PHOENIX SUNS,107.0
CLEVELAND CAVALIERS,240,38,83,5,14,23,39,15,34,26,5,6,9,24,away,win,104.0,TORONTO RAPTORS,95.0
TORONTO RAPTORS,240,36,79,3,10,20,24,7,30,14,6,5,11,25,home,loss,95.0,CLEVELAND CAVALIERS,104.0
