team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHICAGO BULLS,240,40,86,14,30,10,17,9,34,25,15,0,17,22,away,loss,104.0,BOSTON CELTICS,111.0
BOSTON CELTICS,240,45,81,14,34,7,17,6,40,35,9,6,18,15,home,win,111.0,CHICAGO BULLS,104.0
DALLAS MAVERICKS,265,40,92,13,39,13,18,10,36,26,7,5,12,20,away,loss,106.0,DETROIT PISTONS,113.0
DETROIT PISTONS,265,46,92,12,30,9,17,6,43,24,6,4,11,19,home,win,113.0,DALLAS MAVERICKS,106.0
MINNESOTA TIMBERWOLVES,240,43,100,8,26,19,26,18,30,25,14,8,5,24,away,win,113.0,LOS ANGELES LAKERS,96.0
LOS ANGELES LAKERS,240,31,79,8,24,26,32,13,40,16,3,2,20,21,home,loss,96.0,MINNESOTA TIMBERWOLVES,113.0
SACRAMENTO KINGS,240,40,85,6,24,8,12,10,32,23,8,5,15,21,away,win,94.0,MEMPHIS GRIZZLIES,93.0
MEMPHIS GRIZZLIES,240,37,84,6,24,13,18,12,26,20,7,7,15,12,home,loss,93.0,SACRAMENTO KINGS,94.0
MIAMI HEAT,240,35,88,7,27,21,22,7,35,20,7,5,12,19,away,loss,98.0,NEW YORK KNICKS,122.0
NEW YORK KNICKS,240,45,89,18,37,14,21,9,42,33,7,5,12,23,home,win,122.0,MIAMI HEAT,98.0
CHARLOTTE HORNETS,240,48,86,17,31,24,26,9,41,32,4,5,9,15,away,win,137.0,ORLANDO MAGIC,100.0
ORLANDO MAGIC,240,42,94,9,23,7,13,12,24,27,2,3,8,19,home,loss,100.0,CHARLOTTE HORNETS,137.0
CLEVELAND CAVALIERS,240,45,87,16,34,24,33,8,33,24,6,2,15,20,away,loss,130.0,PHILADELPHIA 76ERS,132.0
PHILADELPHIA 76ERS,240,50,101,14,39,18,21,11,33,35,11,7,12,23,home,win,132.0,CLEVELAND CAVALIERS,130.0
NEW ORLEANS PELICANS,240,45,99,16,38,16,20,13,42,29,9,7,15,22,away,win,122.0,PHOENIX SUNS,103.0
PHOENIX SUNS,240,37,94,9,33,20,26,12,36,20,8,4,14,18,home,loss,103.0,NEW ORLEANS PELICANS,122.0
INDIANA PACERS,240,26,87,7,21,14,20,12,32,16,8,8,12,21,away,loss,73.0,TORONTO RAPTORS,92.0
TORONTO RAPTORS,240,36,84,9,30,11,16,9,43,27,9,8,19,17,home,win,92.0,INDIANA PACERS,73.0
ATLANTA HAWKS,240,38,79,11,33,16,23,7,43,24,5,5,18,22,away,win,103.0,WASHINGTON WIZARDS,97.0
WASHINGTON WIZARDS,240,35,87,9,25,18,23,9,36,18,8,4,12,15,home,loss,97.0,ATLANTA HAWKS,103.0
