team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MILWAUKEE BUCKS,240,47,83,13,30,12,16,8,28,29,6,8,16,31,away,loss,119.0,CLEVELAND CAVALIERS,124.0
CLEVELAND CAVALIERS,240,41,82,9,18,33,38,12,27,18,7,4,12,16,home,win,124.0,MILWAUKEE BUCKS,119.0
BROOKLYN NETS,240,38,89,11,35,17,22,8,39,22,12,6,25,16,away,loss,104.0,DENVER NUGGETS,112.0
DENVER NUGGETS,240,44,93,9,34,15,20,9,38,26,16,9,19,21,home,win,112.0,BROOKLYN NETS,104.0
NEW ORLEANS PELICANS,240,44,87,14,35,15,22,11,32,23,6,5,12,18,away,win,117.0,INDIANA PACERS,112.0
INDIANA PACERS,240,44,93,9,24,15,18,11,30,19,4,4,10,21,home,loss,112.0,NEW ORLEANS PELICANS,117.0
CHARLOTTE HORNETS,240,42,91,15,37,14,17,17,23,24,8,2,13,22,away,loss,113.0,NEW YORK KNICKS,118.0
NEW YORK KNICKS,240,45,75,12,25,16,21,6,29,29,5,5,16,19,home,win,118.0,CHARLOTTE HORNETS,113.0
MEMPHIS GRIZZLIES,240,35,73,7,19,21,25,5,29,18,8,10,14,21,away,win,98.0,PORTLAND TRAIL BLAZERS,97.0
PORTLAND TRAIL BLAZERS,240,36,81,6,19,19,20,10,32,11,9,1,16,18,home,loss,97.0,MEMPHIS GRIZZLIES,98.0
OKLAHOMA CITY THUNDER,240,29,86,10,37,18,23,9,35,15,16,2,14,17,away,loss,86.0,SACRAMENTO KINGS,94.0
SACRAMENTO KINGS,240,37,79,9,24,11,12,5,42,21,6,5,23,24,home,win,94.0,OKLAHOMA CITY THUNDER,86.0
LOS ANGELES CLIPPERS,240,42,82,11,30,12,17,10,29,20,6,4,17,19,away,loss,107.0,SAN ANTONIO SPURS,120.0
SAN ANTONIO SPURS,240,45,84,15,28,15,19,11,28,33,13,3,13,21,home,win,120.0,LOS ANGELES CLIPPERS,107.0
CHICAGO BULLS,240,40,80,11,29,23,28,8,29,26,10,2,13,23,away,loss,114.0,TORONTO RAPTORS,119.0
TORONTO RAPTORS,240,44,81,13,25,18,24,7,30,22,5,0,15,22,home,win,119.0,CHICAGO BULLS,114.0
PHILADELPHIA 76ERS,240,34,81,12,27,24,30,8,48,23,5,6,22,34,away,win,104.0,UTAH JAZZ,97.0
UTAH JAZZ,240,30,99,9,39,28,35,14,31,15,14,6,12,23,home,loss,97.0,PHILADELPHIA 76ERS,104.0
DALLAS MAVERICKS,240,43,91,11,30,16,20,11,42,26,6,8,11,23,away,win,113.0,WASHINGTON WIZARDS,99.0
WASHINGTON WIZARDS,240,32,75,10,25,25,32,3,36,21,5,5,15,19,home,loss,99.0,DALLAS MAVERICKS,113.0
