team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ORLANDO MAGIC,240,33,96,10,36,12,13,11,30,19,8,6,5,10,away,loss,88.0,ATLANTA HAWKS,94.0
ATLANTA HAWKS,240,41,85,11,36,1,1,5,47,33,0,3,14,15,home,win,94.0,ORLANDO MAGIC,88.0
DETROIT PISTONS,240,38,84,7,19,25,32,10,43,17,9,3,9,16,away,win,108.0,BROOKLYN NETS,96.0
BROOKLYN NETS,240,37,87,12,43,10,15,6,34,23,5,5,12,22,home,loss,96.0,DETROIT PISTONS,108.0
WASHINGTON WIZARDS,240,37,81,8,30,12,12,6,31,27,5,4,16,12,away,loss,94.0,CHICAGO BULLS,113.0
CHICAGO BULLS,240,43,82,18,34,9,13,6,34,30,7,1,17,17,home,win,113.0,WASHINGTON WIZARDS,94.0
PHILADELPHIA 76ERS,240,48,94,14,32,9,10,7,37,36,15,5,14,24,away,win,119.0,CHARLOTTE HORNETS,102.0
CHARLOTTE HORNETS,240,33,82,9,30,27,34,9,31,17,8,7,16,13,home,loss,102.0,PHILADELPHIA 76ERS,119.0
DALLAS MAVERICKS,240,32,79,13,37,10,11,4,34,15,5,3,15,20,away,loss,87.0,CLEVELAND CAVALIERS,98.0
CLEVELAND CAVALIERS,240,35,85,11,26,17,23,10,40,21,7,1,11,12,home,win,98.0,DALLAS MAVERICKS,87.0
MILWAUKEE BUCKS,265,45,100,12,33,23,27,11,34,27,9,3,9,37,away,loss,125.0,DENVER NUGGETS,128.0
DENVER NUGGETS,265,40,90,11,36,37,46,17,40,27,2,8,17,23,home,win,128.0,MILWAUKEE BUCKS,125.0
PHOENIX SUNS,240,41,90,11,31,14,16,9,33,26,8,4,15,12,away,loss,107.0,GOLDEN STATE WARRIORS,117.0
GOLDEN STATE WARRIORS,240,48,89,13,28,8,9,7,38,31,10,7,14,14,home,win,117.0,PHOENIX SUNS,107.0
INDIANA PACERS,240,42,86,11,28,16,21,15,25,23,8,4,10,12,away,win,111.0,LOS ANGELES CLIPPERS,104.0
LOS ANGELES CLIPPERS,240,42,82,9,25,11,14,12,24,24,6,6,13,19,home,loss,104.0,INDIANA PACERS,111.0
SACRAMENTO KINGS,240,35,92,7,24,7,14,13,34,17,9,5,10,20,away,win,84.0,LOS ANGELES LAKERS,83.0
LOS ANGELES LAKERS,240,30,75,7,32,16,25,10,37,18,5,6,14,15,home,loss,83.0,SACRAMENTO KINGS,84.0
UTAH JAZZ,240,46,76,11,28,18,25,6,39,29,8,7,16,19,away,win,121.0,MINNESOTA TIMBERWOLVES,97.0
MINNESOTA TIMBERWOLVES,240,38,90,8,24,13,14,7,25,19,10,1,12,17,home,loss,97.0,UTAH JAZZ,121.0
OKLAHOMA CITY THUNDER,240,41,95,9,31,18,25,14,37,24,13,4,18,22,away,win,109.0,NEW ORLEANS PELICANS,104.0
NEW ORLEANS PELICANS,240,38,83,11,32,17,23,7,37,28,13,3,21,20,home,loss,104.0,OKLAHOMA CITY THUNDER,109.0
MEMPHIS GRIZZLIES,240,40,88,9,21,9,12,9,33,20,7,5,17,19,away,loss,98.0,PORTLAND TRAIL BLAZERS,113.0
PORTLAND TRAIL BLAZERS,240,39,84,12,38,23,25,8,35,28,9,2,13,15,home,win,113.0,MEMPHIS GRIZZLIES,98.0
HOUSTON ROCKETS,240,26,77,7,31,24,29,8,34,12,3,3,9,19,away,loss,83.0,SAN ANTONIO SPURS,100.0
SAN ANTONIO SPURS,240,40,81,6,17,14,21,8,40,19,8,8,8,19,home,win,100.0,HOUSTON ROCKETS,83.0
