team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CLEVELAND CAVALIERS,240,38,86,4,22,13,22,9,35,17,12,3,12,16,away,win,93.0,DENVER NUGGETS,87.0
DENVER NUGGETS,240,37,89,5,24,8,11,12,40,18,8,6,18,19,home,loss,87.0,CLEVELAND CAVALIERS,93.0
ATLANTA HAWKS,240,43,99,14,41,21,25,17,28,27,10,7,12,24,away,win,121.0,HOUSTON ROCKETS,115.0
HOUSTON ROCKETS,240,39,72,11,20,26,39,7,39,23,6,4,19,21,home,loss,115.0,ATLANTA HAWKS,121.0
MIAMI HEAT,265,35,79,11,29,9,18,8,30,23,5,6,14,22,away,loss,90.0,MEMPHIS GRIZZLIES,99.0
MEMPHIS GRIZZLIES,265,38,87,4,15,19,20,16,30,25,4,6,8,18,home,win,99.0,MIAMI HEAT,90.0
DETROIT PISTONS,240,37,89,10,27,12,17,15,24,21,6,4,10,14,away,loss,96.0,NEW YORK KNICKS,108.0
NEW YORK KNICKS,240,43,79,8,16,14,17,6,30,23,5,8,10,18,home,win,108.0,DETROIT PISTONS,96.0
MILWAUKEE BUCKS,240,49,100,10,16,15,22,18,29,29,6,5,14,26,away,loss,123.0,OKLAHOMA CITY THUNDER,131.0
OKLAHOMA CITY THUNDER,240,43,86,8,22,37,40,11,30,21,12,7,11,19,home,win,131.0,MILWAUKEE BUCKS,123.0
