team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SAN ANTONIO SPURS,240,40,81,6,18,17,21,8,24,20,2,2,6,19,away,loss,103.0,CLEVELAND CAVALIERS,117.0
CLEVELAND CAVALIERS,240,45,82,9,23,18,21,10,33,24,4,4,9,21,home,win,117.0,SAN ANTONIO SPURS,103.0
WASHINGTON WIZARDS,240,45,86,11,32,22,30,7,38,30,6,5,12,25,away,win,123.0,HOUSTON ROCKETS,122.0
HOUSTON ROCKETS,240,41,86,17,35,23,33,10,27,24,8,3,10,23,home,loss,122.0,WASHINGTON WIZARDS,123.0
DENVER NUGGETS,265,40,87,4,18,21,25,8,37,24,10,3,19,22,away,loss,105.0,INDIANA PACERS,109.0
INDIANA PACERS,265,44,100,9,27,12,16,14,35,26,6,10,15,22,home,win,109.0,DENVER NUGGETS,105.0
SACRAMENTO KINGS,240,38,92,9,24,32,38,18,33,16,10,3,19,27,away,loss,117.0,MEMPHIS GRIZZLIES,121.0
MEMPHIS GRIZZLIES,240,41,79,8,18,31,37,2,30,23,15,9,13,26,home,win,121.0,SACRAMENTO KINGS,117.0
BROOKLYN NETS,240,40,84,9,20,14,23,10,34,23,6,5,10,13,away,loss,103.0,NEW ORLEANS PELICANS,105.0
NEW ORLEANS PELICANS,240,43,93,11,27,8,10,14,34,24,6,6,9,17,home,win,105.0,BROOKLYN NETS,103.0
GOLDEN STATE WARRIORS,240,47,95,13,30,1,2,12,45,37,5,7,23,18,away,win,108.0,PHILADELPHIA 76ERS,105.0
PHILADELPHIA 76ERS,240,42,92,10,29,11,21,8,32,23,18,4,10,8,home,loss,105.0,GOLDEN STATE WARRIORS,108.0
DETROIT PISTONS,240,39,87,9,29,20,34,10,29,9,10,6,11,29,away,loss,107.0,TORONTO RAPTORS,111.0
TORONTO RAPTORS,240,36,78,4,14,35,47,13,32,12,9,3,13,20,home,win,111.0,DETROIT PISTONS,107.0
