team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
WASHINGTON WIZARDS,240,36,88,8,25,18,23,10,35,23,10,8,24,27,away,loss,98.0,BOSTON CELTICS,118.0
BOSTON CELTICS,240,44,97,12,30,18,23,15,38,24,18,5,17,21,home,win,118.0,WASHINGTON WIZARDS,98.0
LOS ANGELES LAKERS,240,33,78,7,23,31,40,5,35,14,9,6,15,22,away,win,104.0,BROOKLYN NETS,98.0
BROOKLYN NETS,240,40,93,3,19,15,20,14,32,21,6,6,15,29,home,loss,98.0,LOS ANGELES LAKERS,104.0
PHILADELPHIA 76ERS,240,41,79,10,23,10,15,7,31,23,9,4,16,18,away,loss,102.0,CLEVELAND CAVALIERS,108.0
CLEVELAND CAVALIERS,240,45,88,10,26,8,12,11,34,29,9,0,17,20,home,win,108.0,PHILADELPHIA 76ERS,102.0
DENVER NUGGETS,240,39,92,8,24,18,22,10,34,23,13,5,19,20,away,loss,104.0,GOLDEN STATE WARRIORS,119.0
GOLDEN STATE WARRIORS,240,46,93,17,37,10,18,13,40,40,10,6,20,22,home,win,119.0,DENVER NUGGETS,104.0
MIAMI HEAT,240,36,81,6,20,9,13,7,33,21,5,6,11,19,away,loss,87.0,INDIANA PACERS,90.0
INDIANA PACERS,240,36,80,5,15,13,24,9,34,21,4,5,12,15,home,win,90.0,MIAMI HEAT,87.0
ATLANTA HAWKS,240,41,77,9,21,30,35,6,35,30,10,6,15,21,away,win,121.0,NEW ORLEANS PELICANS,115.0
NEW ORLEANS PELICANS,240,42,84,10,30,21,24,6,26,30,9,7,12,24,home,loss,115.0,ATLANTA HAWKS,121.0
MILWAUKEE BUCKS,240,35,81,3,14,26,29,13,28,21,6,5,12,24,away,win,99.0,NEW YORK KNICKS,92.0
NEW YORK KNICKS,240,33,81,4,24,22,28,14,29,20,3,5,15,22,home,loss,92.0,MILWAUKEE BUCKS,99.0
TORONTO RAPTORS,240,30,86,5,23,22,29,15,29,13,5,5,9,18,away,loss,87.0,ORLANDO MAGIC,92.0
ORLANDO MAGIC,240,33,77,9,25,17,22,6,34,22,4,4,12,25,home,win,92.0,TORONTO RAPTORS,87.0
DETROIT PISTONS,240,37,74,8,22,18,36,6,41,15,8,3,15,21,away,win,100.0,PHOENIX SUNS,92.0
PHOENIX SUNS,240,37,92,10,30,8,13,11,35,14,8,3,16,29,home,loss,92.0,DETROIT PISTONS,100.0
HOUSTON ROCKETS,240,40,82,15,36,21,27,14,35,23,8,4,21,26,away,win,116.0,SACRAMENTO KINGS,110.0
SACRAMENTO KINGS,240,40,93,9,28,21,29,14,29,26,14,3,15,19,home,loss,110.0,HOUSTON ROCKETS,116.0
