team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES CLIPPERS,240,36,80,6,25,24,36,8,27,19,9,3,9,21,away,loss,102.0,CLEVELAND CAVALIERS,115.0
CLEVELAND CAVALIERS,240,42,83,13,28,18,24,14,33,29,5,2,13,31,home,win,115.0,LOS ANGELES CLIPPERS,102.0
MEMPHIS GRIZZLIES,240,36,72,6,21,24,29,4,33,21,7,6,12,23,away,win,102.0,DENVER NUGGETS,101.0
DENVER NUGGETS,240,36,80,9,30,20,26,10,30,26,6,1,10,25,home,loss,101.0,MEMPHIS GRIZZLIES,102.0
DETROIT PISTONS,240,38,91,7,30,16,20,18,26,17,5,2,15,14,away,loss,99.0,NEW ORLEANS PELICANS,115.0
NEW ORLEANS PELICANS,240,46,86,5,12,18,18,11,33,26,8,5,9,17,home,win,115.0,DETROIT PISTONS,99.0
SAN ANTONIO SPURS,240,42,86,9,14,24,28,10,33,24,8,6,8,21,away,win,117.0,PHOENIX SUNS,89.0
PHOENIX SUNS,240,32,81,6,18,19,23,9,34,18,3,4,13,26,home,loss,89.0,SAN ANTONIO SPURS,117.0
ATLANTA HAWKS,240,35,84,8,33,10,15,7,35,21,15,9,19,19,away,loss,88.0,SACRAMENTO KINGS,91.0
SACRAMENTO KINGS,240,33,92,7,24,18,24,17,39,24,13,4,19,14,home,win,91.0,ATLANTA HAWKS,88.0
