team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MILWAUKEE BUCKS,240,35,84,3,13,17,26,16,33,16,4,9,15,16,away,loss,90.0,ATLANTA HAWKS,101.0
ATLANTA HAWKS,240,41,97,5,32,14,17,17,28,26,10,6,11,21,home,win,101.0,MILWAUKEE BUCKS,90.0
CHARLOTTE HORNETS,240,37,93,14,30,17,22,7,35,24,8,2,7,21,away,loss,105.0,DETROIT PISTONS,112.0
DETROIT PISTONS,240,42,91,8,30,20,26,15,47,22,4,6,14,22,home,win,112.0,CHARLOTTE HORNETS,105.0
DALLAS MAVERICKS,240,43,96,18,35,16,21,15,36,31,3,6,11,19,away,loss,120.0,GOLDEN STATE WARRIORS,128.0
GOLDEN STATE WARRIORS,240,43,88,21,45,21,23,7,33,30,8,10,7,16,home,win,128.0,DALLAS MAVERICKS,120.0
TORONTO RAPTORS,240,39,94,13,31,18,26,15,30,23,9,5,10,24,away,loss,109.0,HOUSTON ROCKETS,112.0
HOUSTON ROCKETS,240,42,81,12,22,16,35,13,35,25,3,11,16,23,home,win,112.0,TORONTO RAPTORS,109.0
DENVER NUGGETS,240,45,94,10,26,16,24,13,35,31,5,7,9,22,away,win,116.0,LOS ANGELES LAKERS,105.0
LOS ANGELES LAKERS,240,37,85,10,23,21,26,7,36,23,6,3,11,19,home,loss,105.0,DENVER NUGGETS,116.0
ORLANDO MAGIC,240,36,84,6,18,19,28,14,28,20,7,1,14,24,away,loss,97.0,MIAMI HEAT,108.0
MIAMI HEAT,240,40,80,5,15,23,33,12,33,23,9,7,11,20,home,win,108.0,ORLANDO MAGIC,97.0
PHOENIX SUNS,240,35,94,9,32,15,23,18,39,20,4,2,22,27,away,loss,94.0,SACRAMENTO KINGS,116.0
SACRAMENTO KINGS,240,40,90,7,22,29,39,12,40,28,10,7,12,22,home,win,116.0,PHOENIX SUNS,94.0
MEMPHIS GRIZZLIES,240,44,83,7,18,9,13,8,23,23,11,4,10,19,away,loss,104.0,SAN ANTONIO SPURS,110.0
SAN ANTONIO SPURS,240,44,77,7,18,15,18,8,29,25,7,5,14,12,home,win,110.0,MEMPHIS GRIZZLIES,104.0
MINNESOTA TIMBERWOLVES,290,51,96,8,26,22,22,8,34,33,9,2,14,22,away,win,132.0,WASHINGTON WIZARDS,129.0
WASHINGTON WIZARDS,290,50,100,13,29,16,23,13,32,37,7,2,14,22,home,loss,129.0,MINNESOTA TIMBERWOLVES,132.0
