team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MILWAUKEE BUCKS,240,41,84,7,17,20,29,7,31,30,10,5,19,27,away,loss,109.0,BOSTON CELTICS,124.0
BOSTON CELTICS,240,44,78,6,14,30,38,4,30,35,6,9,14,23,home,win,124.0,MILWAUKEE BUCKS,109.0
BROOKLYN NETS,240,39,92,10,25,11,20,16,29,24,9,5,14,17,away,loss,99.0,CHARLOTTE HORNETS,113.0
CHARLOTTE HORNETS,240,41,83,14,37,17,20,10,32,26,11,12,12,17,home,win,113.0,BROOKLYN NETS,99.0
MEMPHIS GRIZZLIES,240,35,87,7,22,16,22,15,27,17,9,1,15,33,away,loss,93.0,DALLAS MAVERICKS,103.0
DALLAS MAVERICKS,240,30,60,12,31,31,39,6,32,18,7,6,17,17,home,win,103.0,MEMPHIS GRIZZLIES,93.0
SAN ANTONIO SPURS,240,36,85,3,14,23,28,8,37,20,6,8,10,12,away,loss,98.0,DENVER NUGGETS,102.0
DENVER NUGGETS,240,40,86,6,22,16,19,8,39,21,9,7,11,23,home,win,102.0,SAN ANTONIO SPURS,98.0
WASHINGTON WIZARDS,240,38,86,6,19,17,23,11,25,19,5,1,12,23,away,loss,99.0,DETROIT PISTONS,112.0
DETROIT PISTONS,240,36,77,14,32,26,29,7,37,17,5,2,12,18,home,win,112.0,WASHINGTON WIZARDS,99.0
LOS ANGELES LAKERS,240,34,81,11,24,23,27,10,24,18,9,5,13,23,away,loss,102.0,NEW ORLEANS PELICANS,110.0
NEW ORLEANS PELICANS,240,42,79,10,22,16,21,9,34,29,5,4,16,20,home,win,110.0,LOS ANGELES LAKERS,102.0
MIAMI HEAT,240,45,100,8,22,11,21,23,30,18,6,5,12,23,away,loss,109.0,ORLANDO MAGIC,112.0
ORLANDO MAGIC,240,43,82,5,11,21,28,6,31,23,4,9,10,19,home,win,112.0,MIAMI HEAT,109.0
NEW YORK KNICKS,240,43,91,4,16,19,30,12,47,19,6,8,9,23,away,win,109.0,PHILADELPHIA 76ERS,102.0
PHILADELPHIA 76ERS,240,32,91,14,37,24,36,15,31,25,7,5,9,20,home,loss,102.0,NEW YORK KNICKS,109.0
INDIANA PACERS,240,37,83,8,27,16,20,9,24,22,7,7,9,28,away,loss,98.0,TORONTO RAPTORS,111.0
TORONTO RAPTORS,240,37,68,10,22,27,38,5,31,21,4,5,16,19,home,win,111.0,INDIANA PACERS,98.0
LOS ANGELES CLIPPERS,265,37,83,13,29,15,19,8,36,16,13,3,11,20,away,win,102.0,UTAH JAZZ,99.0
UTAH JAZZ,265,36,82,11,31,16,23,9,38,14,7,6,18,15,home,loss,99.0,LOS ANGELES CLIPPERS,102.0
