team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES LAKERS,240,32,86,13,27,10,13,15,27,19,10,7,16,14,away,loss,87.0,ATLANTA HAWKS,100.0
ATLANTA HAWKS,240,37,74,10,26,16,20,9,34,24,11,9,17,11,home,win,100.0,LOS ANGELES LAKERS,87.0
HOUSTON ROCKETS,240,39,84,12,26,10,18,15,30,20,12,5,18,22,away,win,100.0,DALLAS MAVERICKS,96.0
DALLAS MAVERICKS,240,37,81,8,29,14,20,11,31,23,8,5,17,17,home,loss,96.0,HOUSTON ROCKETS,100.0
MILWAUKEE BUCKS,240,39,87,4,18,13,14,9,42,21,6,6,14,33,away,loss,95.0,DETROIT PISTONS,102.0
DETROIT PISTONS,240,34,82,7,23,27,39,8,38,18,8,4,9,11,home,win,102.0,MILWAUKEE BUCKS,95.0
CLEVELAND CAVALIERS,265,39,89,10,33,20,24,12,31,18,8,1,14,26,away,loss,108.0,NEW ORLEANS PELICANS,114.0
NEW ORLEANS PELICANS,265,42,85,9,25,21,31,11,35,25,10,2,15,25,home,win,114.0,CLEVELAND CAVALIERS,108.0
BROOKLYN NETS,240,39,91,3,11,10,15,13,36,15,9,4,13,13,away,loss,91.0,NEW YORK KNICKS,108.0
NEW YORK KNICKS,240,39,87,12,27,18,21,8,36,25,8,6,13,14,home,win,108.0,BROOKLYN NETS,91.0
PHOENIX SUNS,240,43,84,10,23,10,16,12,23,21,8,4,20,23,away,loss,106.0,WASHINGTON WIZARDS,109.0
WASHINGTON WIZARDS,240,40,82,10,26,19,25,15,26,19,9,2,21,21,home,win,109.0,PHOENIX SUNS,106.0
