team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MIAMI HEAT,240,36,87,1,13,16,23,14,40,19,7,12,18,19,away,loss,89.0,BOSTON CELTICS,101.0
BOSTON CELTICS,240,39,96,5,16,18,22,12,36,26,12,6,11,19,home,win,101.0,MIAMI HEAT,89.0
PORTLAND TRAIL BLAZERS,240,38,87,5,21,22,27,8,39,20,6,7,10,17,away,win,103.0,CHICAGO BULLS,95.0
CHICAGO BULLS,240,39,94,7,22,10,12,10,40,33,4,6,9,21,home,loss,95.0,PORTLAND TRAIL BLAZERS,103.0
SAN ANTONIO SPURS,240,37,76,8,19,22,28,7,36,24,4,4,13,21,away,win,104.0,HOUSTON ROCKETS,94.0
HOUSTON ROCKETS,240,35,84,8,25,16,22,9,30,19,5,4,14,27,home,loss,94.0,SAN ANTONIO SPURS,104.0
DETROIT PISTONS,240,37,88,12,30,16,24,17,29,24,13,2,10,18,away,win,102.0,MILWAUKEE BUCKS,91.0
MILWAUKEE BUCKS,240,38,78,7,12,8,12,12,32,21,3,7,21,23,home,loss,91.0,DETROIT PISTONS,102.0
MINNESOTA TIMBERWOLVES,240,42,84,5,15,23,30,7,37,28,9,5,11,21,away,win,112.0,NEW ORLEANS PELICANS,110.0
NEW ORLEANS PELICANS,240,39,84,10,27,22,26,7,35,22,9,4,15,24,home,loss,110.0,MINNESOTA TIMBERWOLVES,112.0
GOLDEN STATE WARRIORS,265,45,95,14,32,17,25,4,28,25,15,7,11,22,away,win,121.0,OKLAHOMA CITY THUNDER,118.0
OKLAHOMA CITY THUNDER,265,46,96,9,26,17,26,16,46,23,6,4,22,21,home,loss,118.0,GOLDEN STATE WARRIORS,121.0
MEMPHIS GRIZZLIES,240,32,80,6,20,36,42,7,27,15,11,4,8,26,away,loss,106.0,PHOENIX SUNS,111.0
PHOENIX SUNS,240,37,80,12,32,25,35,16,40,19,4,3,18,28,home,win,111.0,MEMPHIS GRIZZLIES,106.0
BROOKLYN NETS,240,40,84,7,15,11,17,8,37,23,12,2,19,21,away,win,98.0,UTAH JAZZ,96.0
UTAH JAZZ,240,37,89,5,20,17,25,16,32,14,11,9,21,19,home,loss,96.0,BROOKLYN NETS,98.0
