team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MINNESOTA TIMBERWOLVES,240,38,80,3,12,21,24,7,39,29,12,5,13,21,away,win,100.0,BROOKLYN NETS,85.0
BROOKLYN NETS,240,32,78,5,21,16,20,6,33,26,7,2,14,20,home,loss,85.0,MINNESOTA TIMBERWOLVES,100.0
PHILADELPHIA 76ERS,240,30,86,5,24,21,30,16,33,15,6,2,19,22,away,loss,86.0,CLEVELAND CAVALIERS,108.0
CLEVELAND CAVALIERS,240,40,85,11,25,17,21,6,34,25,11,6,10,19,home,win,108.0,PHILADELPHIA 76ERS,86.0
NEW ORLEANS PELICANS,240,44,78,11,24,31,39,7,29,24,4,11,10,22,away,win,130.0,DENVER NUGGETS,125.0
DENVER NUGGETS,240,45,96,17,35,18,22,13,26,26,5,4,5,25,home,loss,125.0,NEW ORLEANS PELICANS,130.0
PORTLAND TRAIL BLAZERS,240,39,80,13,34,18,22,10,32,23,7,0,19,24,away,loss,109.0,MIAMI HEAT,116.0
MIAMI HEAT,240,43,75,12,23,18,26,5,25,26,11,7,11,14,home,win,116.0,PORTLAND TRAIL BLAZERS,109.0
ATLANTA HAWKS,240,39,78,11,22,14,20,8,33,25,6,7,19,21,away,win,103.0,ORLANDO MAGIC,100.0
ORLANDO MAGIC,240,38,81,4,12,20,24,8,28,27,16,5,13,22,home,loss,100.0,ATLANTA HAWKS,103.0
MILWAUKEE BUCKS,240,41,79,5,16,14,24,6,31,25,8,6,13,23,away,win,101.0,PHOENIX SUNS,95.0
PHOENIX SUNS,240,33,74,8,18,21,24,6,33,18,8,2,20,22,home,loss,95.0,MILWAUKEE BUCKS,101.0
SACRAMENTO KINGS,240,40,76,9,21,15,24,5,37,26,8,8,15,19,away,win,104.0,TORONTO RAPTORS,94.0
TORONTO RAPTORS,240,35,94,8,29,16,17,13,36,12,8,3,12,18,home,loss,94.0,SACRAMENTO KINGS,104.0
