team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHARLOTTE HORNETS,240,36,88,12,30,10,13,13,41,23,7,6,18,20,away,loss,94.0,ATLANTA HAWKS,97.0
ATLANTA HAWKS,240,36,83,8,23,17,22,8,37,23,9,4,15,17,home,win,97.0,CHARLOTTE HORNETS,94.0
TORONTO RAPTORS,240,36,82,11,26,30,35,9,44,23,11,3,21,33,away,win,113.0,BOSTON CELTICS,103.0
BOSTON CELTICS,240,32,85,7,26,32,41,7,31,23,14,3,17,28,home,loss,103.0,TORONTO RAPTORS,113.0
MIAMI HEAT,240,33,77,6,21,20,22,6,32,21,5,7,13,20,away,loss,92.0,CLEVELAND CAVALIERS,102.0
CLEVELAND CAVALIERS,240,39,86,6,25,18,21,14,35,25,4,4,11,19,home,win,102.0,MIAMI HEAT,92.0
MINNESOTA TIMBERWOLVES,240,30,71,2,11,33,41,7,42,18,7,6,17,24,away,win,95.0,DENVER NUGGETS,78.0
DENVER NUGGETS,240,29,95,5,25,15,20,17,34,15,7,4,14,27,home,loss,78.0,MINNESOTA TIMBERWOLVES,95.0
CHICAGO BULLS,265,34,84,7,22,19,26,8,42,18,8,8,19,24,away,loss,94.0,DETROIT PISTONS,98.0
DETROIT PISTONS,265,39,104,6,28,14,28,20,41,18,9,2,14,19,home,win,98.0,CHICAGO BULLS,94.0
GOLDEN STATE WARRIORS,240,43,93,9,26,17,25,11,36,26,9,4,8,24,away,win,112.0,HOUSTON ROCKETS,92.0
HOUSTON ROCKETS,240,30,82,5,23,27,36,12,37,19,3,9,16,20,home,loss,92.0,GOLDEN STATE WARRIORS,112.0
WASHINGTON WIZARDS,240,35,68,12,21,36,44,8,29,25,7,5,21,20,away,win,118.0,MILWAUKEE BUCKS,113.0
MILWAUKEE BUCKS,240,42,82,7,24,22,28,6,26,33,9,2,16,32,home,loss,113.0,WASHINGTON WIZARDS,118.0
OKLAHOMA CITY THUNDER,290,50,110,8,27,31,38,22,40,19,8,9,20,28,away,win,139.0,ORLANDO MAGIC,136.0
ORLANDO MAGIC,290,47,106,12,33,30,38,14,35,25,10,10,16,31,home,loss,136.0,OKLAHOMA CITY THUNDER,139.0
UTAH JAZZ,240,36,88,7,13,20,25,13,38,19,10,9,7,22,away,win,99.0,PHILADELPHIA 76ERS,71.0
PHILADELPHIA 76ERS,240,19,63,6,15,27,37,8,31,15,4,5,18,22,home,loss,71.0,UTAH JAZZ,99.0
PORTLAND TRAIL BLAZERS,240,34,86,9,24,15,19,11,31,17,9,5,23,33,away,loss,92.0,PHOENIX SUNS,110.0
PHOENIX SUNS,240,37,83,4,18,32,42,11,44,17,13,7,19,17,home,win,110.0,PORTLAND TRAIL BLAZERS,92.0
LOS ANGELES LAKERS,240,41,89,11,34,21,27,8,29,20,7,9,19,24,away,loss,114.0,SACRAMENTO KINGS,132.0
SACRAMENTO KINGS,240,52,101,6,22,22,30,16,40,26,6,7,14,23,home,win,132.0,LOS ANGELES LAKERS,114.0
BROOKLYN NETS,240,31,77,5,16,8,15,2,30,17,6,6,15,17,away,loss,75.0,SAN ANTONIO SPURS,102.0
SAN ANTONIO SPURS,240,40,86,9,22,13,13,12,44,23,7,4,18,16,home,win,102.0,BROOKLYN NETS,75.0
